File,aid,Date,(2) Evergreen Broadleaf Forests,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid1016,aid1016,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1017,aid1017,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1018,aid1018,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1019,aid1019,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1020,aid1020,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1021,aid1021,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1022,aid1022,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1023,aid1023,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1024,aid1024,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1025,aid1025,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1026,aid1026,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1027,aid1027,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1028,aid1028,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1029,aid1029,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1030,aid1030,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1031,aid1031,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1032,aid1032,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1033,aid1033,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1034,aid1034,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1035,aid1035,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1036,aid1036,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1037,aid1037,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1038,aid1038,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1039,aid1039,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1040,aid1040,2018-01-01,,,,,,,3.0,,,
LC_Type1_2018001_aid1041,aid1041,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1042,aid1042,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1044,aid1044,2018-01-01,,,,,,,2.0,,,1.0
LC_Type1_2018001_aid1045,aid1045,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1046,aid1046,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1047,aid1047,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1048,aid1048,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1049,aid1049,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1050,aid1050,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1051,aid1051,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1052,aid1052,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1053,aid1053,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1054,aid1054,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1055,aid1055,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1056,aid1056,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1057,aid1057,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1058,aid1058,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1059,aid1059,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1060,aid1060,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1061,aid1061,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1062,aid1062,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1063,aid1063,2018-01-01,,,,,,,4.0,,,
LC_Type1_2018001_aid1064,aid1064,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1065,aid1065,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1066,aid1066,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1067,aid1067,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1068,aid1068,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1069,aid1069,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1070,aid1070,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1071,aid1071,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1072,aid1072,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1073,aid1073,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1074,aid1074,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1075,aid1075,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1076,aid1076,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1077,aid1077,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1078,aid1078,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1079,aid1079,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1080,aid1080,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1081,aid1081,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1082,aid1082,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1083,aid1083,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1084,aid1084,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1085,aid1085,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1086,aid1086,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1087,aid1087,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1088,aid1088,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1089,aid1089,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1090,aid1090,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1091,aid1091,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1092,aid1092,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1093,aid1093,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1094,aid1094,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1095,aid1095,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1096,aid1096,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1097,aid1097,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1098,aid1098,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1099,aid1099,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1100,aid1100,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1101,aid1101,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1102,aid1102,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1103,aid1103,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1104,aid1104,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1105,aid1105,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1106,aid1106,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1107,aid1107,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1108,aid1108,2018-01-01,,,,,,,3.0,,,
LC_Type1_2018001_aid1109,aid1109,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1110,aid1110,2018-01-01,,,,,,,3.0,,,
LC_Type1_2018001_aid1111,aid1111,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1112,aid1112,2018-01-01,,,,,,,5.0,,,
LC_Type1_2018001_aid1113,aid1113,2018-01-01,,,,,,,3.0,,,
LC_Type1_2018001_aid1114,aid1114,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1115,aid1115,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1116,aid1116,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1117,aid1117,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1118,aid1118,2018-01-01,,,,,,,4.0,,,
LC_Type1_2018001_aid1119,aid1119,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1120,aid1120,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1121,aid1121,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1122,aid1122,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1123,aid1123,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1124,aid1124,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1125,aid1125,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1126,aid1126,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1127,aid1127,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1128,aid1128,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1129,aid1129,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1130,aid1130,2018-01-01,,,,,,,3.0,,,
LC_Type1_2018001_aid1131,aid1131,2018-01-01,,,,,,,4.0,,,
LC_Type1_2018001_aid1132,aid1132,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1133,aid1133,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1134,aid1134,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1135,aid1135,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1136,aid1136,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1137,aid1137,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1138,aid1138,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1139,aid1139,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1140,aid1140,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1141,aid1141,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1143,aid1143,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1144,aid1144,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1145,aid1145,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1146,aid1146,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1147,aid1147,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1148,aid1148,2018-01-01,,,,,,,4.0,,,
LC_Type1_2018001_aid1149,aid1149,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1150,aid1150,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1151,aid1151,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1152,aid1152,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1153,aid1153,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1154,aid1154,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1156,aid1156,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1157,aid1157,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1159,aid1159,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1160,aid1160,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1161,aid1161,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1162,aid1162,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1163,aid1163,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1164,aid1164,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1165,aid1165,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1166,aid1166,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1167,aid1167,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1168,aid1168,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1169,aid1169,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1170,aid1170,2018-01-01,,,,,,,3.0,,,
LC_Type1_2018001_aid1171,aid1171,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1172,aid1172,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1173,aid1173,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1175,aid1175,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1176,aid1176,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1177,aid1177,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1178,aid1178,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1179,aid1179,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1180,aid1180,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1181,aid1181,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1182,aid1182,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1183,aid1183,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1184,aid1184,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1185,aid1185,2018-01-01,,,,,,,43.0,,3.0,7.0
LC_Type1_2018001_aid1186,aid1186,2018-01-01,,,,,,,11.0,,,
LC_Type1_2018001_aid1187,aid1187,2018-01-01,,,,,,,8.0,,,
LC_Type1_2018001_aid1188,aid1188,2018-01-01,,,,,,,22.0,,,
LC_Type1_2018001_aid1189,aid1189,2018-01-01,,,,,,,32.0,,,
LC_Type1_2018001_aid1190,aid1190,2018-01-01,,,,,,,7.0,,,
LC_Type1_2018001_aid1191,aid1191,2018-01-01,,,,,,,12.0,,,
LC_Type1_2018001_aid1192,aid1192,2018-01-01,,,,,,,12.0,,,
LC_Type1_2018001_aid1193,aid1193,2018-01-01,,,,,,,19.0,,,
LC_Type1_2018001_aid1194,aid1194,2018-01-01,,,,,,,12.0,,,
LC_Type1_2018001_aid1195,aid1195,2018-01-01,,,,,,1.0,28.0,,,
LC_Type1_2018001_aid1196,aid1196,2018-01-01,,,,,,,7.0,,,
LC_Type1_2018001_aid1197,aid1197,2018-01-01,,,,,,,6.0,,,
LC_Type1_2018001_aid1198,aid1198,2018-01-01,,,,,,,14.0,,,
LC_Type1_2018001_aid1199,aid1199,2018-01-01,,,,,,,9.0,,,
LC_Type1_2018001_aid1200,aid1200,2018-01-01,,,,,,,30.0,,,
LC_Type1_2018001_aid1201,aid1201,2018-01-01,,,,,,,7.0,,,
LC_Type1_2018001_aid1202,aid1202,2018-01-01,,,,1.0,1.0,,9.0,,,
LC_Type1_2018001_aid1203,aid1203,2018-01-01,,,,,,,31.0,,,
LC_Type1_2018001_aid1204,aid1204,2018-01-01,,,,,,,50.0,,,
LC_Type1_2018001_aid1205,aid1205,2018-01-01,,,8.0,1.0,,8.0,26.0,,,2.0
LC_Type1_2018001_aid1206,aid1206,2018-01-01,,,,,,,32.0,,,3.0
LC_Type1_2018001_aid1207,aid1207,2018-01-01,,,,1.0,1.0,,10.0,,,
LC_Type1_2018001_aid1208,aid1208,2018-01-01,,2.0,10.0,1.0,,10.0,33.0,5.0,,1.0
LC_Type1_2018001_aid1209,aid1209,2018-01-01,,,,,,,,,,1.0
LC_Type1_2018001_aid1210,aid1210,2018-01-01,,,,,,,,,,1.0
LC_Type1_2018001_aid1211,aid1211,2018-01-01,,,,,,,2.0,,,3.0
LC_Type1_2018001_aid1212,aid1212,2018-01-01,,,,,,,2.0,,,3.0
LC_Type1_2018001_aid1213,aid1213,2018-01-01,,,,,,,13.0,,,8.0
LC_Type1_2018001_aid1214,aid1214,2018-01-01,,,,,,,,,,1.0
LC_Type1_2018001_aid1215,aid1215,2018-01-01,,,,,,,1.0,,,2.0
LC_Type1_2018001_aid1216,aid1216,2018-01-01,,,,,,,3.0,,,6.0
LC_Type1_2018001_aid1217,aid1217,2018-01-01,,,,,,,1.0,,,4.0
LC_Type1_2018001_aid1218,aid1218,2018-01-01,,,,,,,2.0,,,5.0
LC_Type1_2018001_aid1219,aid1219,2018-01-01,,,,,,,2.0,,,2.0
LC_Type1_2018001_aid1220,aid1220,2018-01-01,,,,,,,1.0,,,1.0
LC_Type1_2018001_aid1221,aid1221,2018-01-01,,,,,,,1.0,,,3.0
LC_Type1_2018001_aid1222,aid1222,2018-01-01,,,,,,,3.0,,,24.0
LC_Type1_2018001_aid1223,aid1223,2018-01-01,,,,,,,63.0,,,
LC_Type1_2018001_aid1224,aid1224,2018-01-01,,,,1.0,1.0,,11.0,,1.0,1.0
LC_Type1_2018001_aid1225,aid1225,2018-01-01,,,,,,,36.0,,,
LC_Type1_2018001_aid1226,aid1226,2018-01-01,,,,,,,4.0,,,
LC_Type1_2018001_aid1227,aid1227,2018-01-01,,,,,,,13.0,,,
LC_Type1_2018001_aid1228,aid1228,2018-01-01,,,,,,,25.0,,,
LC_Type1_2018001_aid1229,aid1229,2018-01-01,,,,,,,22.0,,,
LC_Type1_2018001_aid1230,aid1230,2018-01-01,,,,,,,27.0,,,
LC_Type1_2018001_aid1231,aid1231,2018-01-01,,,,,,,29.0,,,
LC_Type1_2018001_aid1232,aid1232,2018-01-01,,,2.0,,1.0,,25.0,,,4.0
LC_Type1_2018001_aid1233,aid1233,2018-01-01,,,,,,,26.0,,,
LC_Type1_2018001_aid1234,aid1234,2018-01-01,,,,,,,12.0,,,
LC_Type1_2018001_aid1235,aid1235,2018-01-01,,,,,,,16.0,,,
LC_Type1_2018001_aid1236,aid1236,2018-01-01,,,,,,,19.0,,,
LC_Type1_2018001_aid1237,aid1237,2018-01-01,,,1.0,,1.0,,26.0,,,6.0
LC_Type1_2018001_aid1238,aid1238,2018-01-01,,,,,,,5.0,,,
LC_Type1_2018001_aid1239,aid1239,2018-01-01,,,,,,,,,1.0,
LC_Type1_2018001_aid1240,aid1240,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1241,aid1241,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1242,aid1242,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1243,aid1243,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1244,aid1244,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1245,aid1245,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1246,aid1246,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1247,aid1247,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1248,aid1248,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1249,aid1249,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1250,aid1250,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1251,aid1251,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1252,aid1252,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1253,aid1253,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1254,aid1254,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1255,aid1255,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1256,aid1256,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1257,aid1257,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1258,aid1258,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1259,aid1259,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1260,aid1260,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1261,aid1261,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1262,aid1262,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1263,aid1263,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1265,aid1265,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1266,aid1266,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1267,aid1267,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1268,aid1268,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1269,aid1269,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1270,aid1270,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1271,aid1271,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1272,aid1272,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1273,aid1273,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1274,aid1274,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1275,aid1275,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1276,aid1276,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1277,aid1277,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1278,aid1278,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1279,aid1279,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1280,aid1280,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1281,aid1281,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1282,aid1282,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1283,aid1283,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1284,aid1284,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1285,aid1285,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1286,aid1286,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1287,aid1287,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1288,aid1288,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1289,aid1289,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1290,aid1290,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1291,aid1291,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1292,aid1292,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1293,aid1293,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1294,aid1294,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1295,aid1295,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1296,aid1296,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1297,aid1297,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1298,aid1298,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1299,aid1299,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1300,aid1300,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1301,aid1301,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1302,aid1302,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1303,aid1303,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1304,aid1304,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1305,aid1305,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1306,aid1306,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1307,aid1307,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1308,aid1308,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1309,aid1309,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1310,aid1310,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1311,aid1311,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1312,aid1312,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1313,aid1313,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1314,aid1314,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1315,aid1315,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1316,aid1316,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1317,aid1317,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1318,aid1318,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1319,aid1319,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1320,aid1320,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1321,aid1321,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1322,aid1322,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1323,aid1323,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1324,aid1324,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1325,aid1325,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1327,aid1327,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1328,aid1328,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1329,aid1329,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1331,aid1331,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1332,aid1332,2018-01-01,,,,,,,16.0,,,
LC_Type1_2018001_aid1333,aid1333,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1334,aid1334,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1335,aid1335,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1337,aid1337,2018-01-01,,,,,,,3.0,,,
LC_Type1_2018001_aid1338,aid1338,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1339,aid1339,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1340,aid1340,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1341,aid1341,2018-01-01,,,,,,,6.0,,,
LC_Type1_2018001_aid1342,aid1342,2018-01-01,,,,,,,2.0,,,
LC_Type1_2018001_aid1343,aid1343,2018-01-01,,,,,,,3.0,,,
LC_Type1_2018001_aid1344,aid1344,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1345,aid1345,2018-01-01,,,,,,,6.0,,,
LC_Type1_2018001_aid1346,aid1346,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1347,aid1347,2018-01-01,,,,,,,5.0,,,
LC_Type1_2018001_aid1348,aid1348,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1349,aid1349,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1350,aid1350,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1351,aid1351,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1352,aid1352,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1353,aid1353,2018-01-01,,,,,,,51.0,,,
LC_Type1_2018001_aid1354,aid1354,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1355,aid1355,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1356,aid1356,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1357,aid1357,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1358,aid1358,2018-01-01,,,,,,,1.0,,,
LC_Type1_2018001_aid1359,aid1359,2018-01-01,,,,,,,1.0,,,
